serialNum;Тип организации;Разряд;Название УГМС;StationName;Реперная/Вековая станция;Синоптический индекс станции;Общероссийский координатный номер метеорологического пункта;Общероссийский номер гидрологического пункта;Общероссийский номер агрометеорологического пункта;Широта;Долгота;Разность между поясным и московским временем;Территориальный код станции;Филиал(ЦГМС);Статус сетей: климатическая (метеорологическая);Признак проведения радиолокационных наблюдений;Признак проведения аэрологических наблюдений;Статус сетей: гидрологическая;Статус сетей: морская;Статус сетей: агрометеорологическая;Признак проведения специальных гидрометеорологических наблюдений;Признак проведения геофизических наблюдений;Признак проведения гелиофизических наблюдений;Признак проведения наблюдений за загрязнениями;Станция законсервирована (0 не законсервирована, 1 законсервирована);Дата закрытия
2658;Пристанционный гидрологический пост;1;ФГБУ Приволжское УГМС;БАЛАКОВО (ОГП ПРИ БАЛАКОВО О) - ВДХР.САРАТОВСКОЕ;0;;;37016;;52.07;47.75;;164;Саратовский ЦГМС;0;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
1928;Озерная гидрометеорологическая станция;0;ФГБУ Приволжское УГМС;БАЛАКОВО - ВДХР.САРАТОBСКОЕ;0;37016;;37016;;52.07;47.75;;164;Саратовский ЦГМС;0;0;0;0;0;0;0;0;0;1;;9999-12-31 00:00:00
2093;Пост наблюдения за загрязнением природной среды;0;ФГБУ Приволжское УГМС;БАЛАКОВО ПНЗ № 1, УЛ. ТИТОВА;0;;5204780205;;;52.06;47.75;;164;Саратовский ЦГМС;0;0;0;0;0;0;0;0;0;1;;9999-12-31 00:00:00
2095;Пост наблюдения за загрязнением природной среды;0;ФГБУ Приволжское УГМС;БАЛАКОВО ПНЗ № 4, ПЕРЕСЕЧЕНИЕ УЛ.ПР. ГЕРОЕВ И ПРОЕЗД ЭНЕРГЕТИКОВ ;0;;5204780504;;;52.06;47.75;;164;Саратовский ЦГМС;0;0;0;0;0;0;0;0;0;1;;9999-12-31 00:00:00
2094;Пост наблюдения за загрязнением природной среды;0;ФГБУ Приволжское УГМС;БАЛАКОВО ПНЗ № 5, УЛ. ВОКЗАЛЬНАЯ ;0;;5204780308;;;52.06;47.75;;164;Саратовский ЦГМС;0;0;0;0;0;0;0;0;0;1;;9999-12-31 00:00:00
518;Гидрологический пост;1;ФГБУ Северное УГМС;БАЛАМУТОВСКАЯ - Р.BЕЛЬ;0;;;70293;;61.15;41.98;;129;Отсутствует;0;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
2918;Гидрологический пост;1;ФГБУ Обь-Иртышское УГМС;БАЛАХЛЕЙ - р. Балахлей;0;;;11496;;57.13333333333333;69.20444444444445;;172;Тюменский ЦГМС;0;0;0;4;0;0;0;0;0;0;;9999-12-31 00:00:00
8560;Автоматическая гидрометеорол. необслуживаемая наземная станция;0;ФГБУ Верхне-Волжское УГМС;БАЛАХНА;0;27454;;;;56.47;43.60;;;Отсутствует;1;0;0;;;;0;0;0;0;;9999-12-31 00:00:00
4012;Пристанционный гидрологический пост;1;ФГБУ Среднесибирское УГМС;БАЛАХТА (ГП ПРИ БАЛАХТА М) - Р.ЧУЛЫМ;0;10317;;10317;;55.38;91.60;;124;Отсутствует;0;0;0;2;0;0;0;0;0;0;;9999-12-31 00:00:00
3698;Метеорологическая станция;2;ФГБУ Среднесибирское УГМС;БАЛАХТА - Р.ЧУЛЫМ;0;29662;5549170;10317;;55.3833;91.6667;;124;Отсутствует;3;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
1860;Метеорологическая станция;2;ФГБУ Приволжское УГМС;БАЛАШОВ;1;34152;5164320;;34152;51.55;43.15;;164;Саратовский ЦГМС;2;0;0;0;0;2;0;0;0;1;;9999-12-31 00:00:00
1980;Гидрологический пост;1;ФГБУ Приволжское УГМС;БАЛАШОВ - Р.ХОПЕР;0;;;78138;;51.55;43.15;;164;Саратовский ЦГМС;0;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
6040;Метеорологическая станция;2;ФГБУ Забайкальское УГМС;БАЛЕЙ;0;30866;5161671;;30866;51.55;116.70;;175;Отсутствует;3;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
1981;Гидрологический пост;1;ФГБУ Приволжское УГМС;БАЛТАЙ - Р.АЛАЙ;0;77407;522804638;77407;;52.47;46.63;;164;Саратовский ЦГМС;1;0;0;4;0;0;0;0;0;1;;9999-12-31 00:00:00
819;Морская гидрометеорологическая береговая станция;1;ФГБУ Северо-Западное УГМС;БАЛТИЙСК - МОРЕ БАЛТИЙСКОЕ;0;26701;5461990;86181;;54.641666666666666;19.88888888888889;;139;Калининградский ЦГМС;3;0;0;0;2;0;0;0;0;1;;
5461;Метеорологическая станция;2;ФГБУ Колымское УГМС;Балыгычан;0;25611;6395411;;;63.91;154.10;;149;Отсутствует;3;0;0;1;0;1;0;1;0;1;;9999-12-31 00:00:00
5995;Пристанционный гидрологический пост;3;ФГБУ Колымское УГМС;"БАЛЫГЫЧАН(СЕЗОН) (ГП ПРИ БАЛЫГЫЧАН М),
р,Колыма - с.Балыгычан";0;01015;;01015;;63.93;154.08;;149;Отсутствует;0;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
3800;Гидрологический пост;1;ФГБУ Среднесибирское УГМС;БАЛЫКСА - Р.ТОМЬ;0;10232;5326089080;10232;;53.43;89.13;;119;Хакасский ЦГМС;0;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
3511;Гидрологический пост;1;ФГБУ Западно-Сибирское УГМС;Балыкча - р. Чулышман;0;10062;5117087430;10062;;51.17;87.43;;102;Горно-Алтайский ЦГМС;1;0;0;2;0;0;0;0;0;1;;
5557;Метеорологическая станция;2;ФГБУ Приморское УГМС;БАРАБАШ;0;31971;4323151;;;43.12;131.28;;125;Отсутствует;4;0;0;0;0;0;0;0;0;1;;
31663;Доплеровский метеорологический локатор;0;ФГБУ Западно-Сибирское УГМС;БАРАБИНСК;0;39601;;;;55.21;78.19;;;Отсутствует;0;1;0;0;0;0;0;0;0;0;;
3484;Аэрологическая станция;0;ФГБУ Западно-Сибирское УГМС;БАРАБИНСК;1;29612;5537840;;;55.21;78.19;;154;Отсутствует;2;1;1;0;0;2;0;1;0;1;;
4620;Гидрологическая станция;1;ФГБУ Забайкальское УГМС;БАРГУЗИН;1;30636;5360961;;30636;53.62;109.63;;104;Бурятский ЦГМС;2;0;0;1;0;2;0;0;0;1;;9999-12-31 00:00:00
5877;Пристанционный гидрологический пост;1;ФГБУ Забайкальское УГМС;БАРГУЗИН (ГП ПРИ БАРГУЗИН Г)-р.Баргузин - Р.БАРГУЗИН;1;07024;;07024;;53.60;109.60;;104;Бурятский ЦГМС;0;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
5007;Метеорологическая станция;2;ФГБУ Иркутское УГМС;БАРГУЗИНСКИЙ ЗАПОВЕДНИК;1;30536;5430951;;;54.333333333333336;109.53333333333333;;104;Байкальский ЦГМС;2;0;0;0;0;0;0;1;0;1;;9999-12-31 00:00:00
3288;Агрометеорологический пост;0;ФГБУ Уральское УГМС;БАРДА;0;66005;;;66005;56.92;55.60;;159;Пермский ЦГМС;1;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
3146;Гидрологический пост;1;ФГБУ Уральское УГМС;БАРДА - Р.ТУЛВА;0;76256;;76256;;56.93;55.63;;159;Пермский ЦГМС;0;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
3395;Метеорологическая станция;2;ФГБУ Западно-Сибирское УГМС;Барзас;0;29548;5578630;;;55.42;86.16;;142;Кемеровский ЦГМС;4;0;0;0;0;0;0;0;0;1;;
3513;Гидрологический пост;1;ФГБУ Западно-Сибирское УГМС;Барзас - р. Барзас;0;10411;;10411;;55.44;86.18;;142;Кемеровский ЦГМС;0;0;0;4;0;0;0;0;0;1;;
4190;Метеорологический пост;1;ФГБУ Среднесибирское УГМС;БАРЛЫК;0;65911;5108090320;;65911;51.13;90.53;;117;Тувинский ЦГМС;1;0;0;0;0;0;0;0;0;0;;9999-12-31 00:00:00
32396;Автоматическая гидрометеорол. необслуживаемая наземная станция;0;ФГБУ Северо-Кавказское УГМС;БАРМИНСКИЙ;0;34343;5024230;;;50.166666666666664;42.3;;;Волгоградский ЦГМС;1;0;0;0;0;0;0;0;0;0;;
2422;Гидрологический пост;1;ФГБУ Северо-Кавказское УГМС;БАРМИНСКИЙ - р. Хопер;0;78146;5010042180;78146;;50.16;42.30;;134;Волгоградский ЦГМС;1;0;0;3;0;0;0;0;0;0;;9999-12-31 00:00:00
8346;Аэрологическая станция;0;ФГБУ Западно-Сибирское УГМС;БАРНАУЛ;0;29839;;;;53.26;83.31;;;Алтайский ЦГМС;0;0;1;0;0;0;0;0;0;1;;
31619;Автоматическая гидрометеорол. необслуживаемая наземная станция;0;ФГБУ Западно-Сибирское УГМС;Барнаул;0;29834;5338380;;;53.31666666666667;83.78333333333333;;;Алтайский ЦГМС;3;0;0;0;0;0;0;0;0;0;;
31436;Метеорологический пост;3;ФГБУ Западно-Сибирское УГМС;Барнаул;0;65351;5338380;;;53.19;83.47;;122;Алтайский ЦГМС;4;0;0;0;0;0;0;0;0;0;;
3488;Авиационная метеорологическая станция;1;ФГБУ Авиаметтелеком Росгидромета;БАРНАУЛ;0;29830;5348350;;;53.35;83.53;;122;ФГБУ Зап-Сиб. филиал Авиаметтелекома  Росгидромета;4;0;0;0;0;0;0;0;0;1;;9999-12-31 00:00:00
8345;Агрометеорологическая станция;0;ФГБУ Западно-Сибирское УГМС;Барнаул;0;29838;5348370;;;53.26;83.31;;;Алтайский ЦГМС;3;0;0;0;0;2;1;1;0;1;;
30971;Геофизическая станция;0;ФГБУ ИПГ;Барнаул ;0;;;;;53.33;83.78;;;Отсутствует;0;0;0;0;0;0;0;1;0;0;;
4117;Пристанционный гидрологический пост;1;ФГБУ Западно-Сибирское УГМС;Барнаул (ГП при Алтайском ЦГМС) - р. Обь;0;10006;;10006;;53.24;83.49;;122;Алтайский ЦГМС;0;0;0;2;0;0;0;0;0;1;;
28735;Пост наблюдения за загрязнением природной среды;0;ФГБУ Западно-Сибирское УГМС;Барнаул ПНЗ №1;0;;;;;53.325729854929484;83.78774642944336;;;Алтайский ЦГМС;0;0;0;0;0;0;0;0;0;1;;
28741;Пост наблюдения за загрязнением природной среды;0;ФГБУ Западно-Сибирское УГМС;Барнаул ПНЗ №13;0;;;;;53.33666468610794;83.80147933959961;;;Алтайский ЦГМС;0;0;0;0;0;0;0;0;0;1;;
28743;Пост наблюдения за загрязнением природной среды;0;ФГБУ Западно-Сибирское УГМС;Барнаул ПНЗ №18;0;;;;;53.32436278516943;83.76028060913086;;;Алтайский ЦГМС;0;0;0;0;0;0;0;0;0;1;;
28737;Пост наблюдения за загрязнением природной среды;0;ФГБУ Западно-Сибирское УГМС;Барнаул ПНЗ №3;0;;;;;53.34158445320751;83.71633529663086;;;Алтайский ЦГМС;0;0;0;0;0;0;0;0;0;1;;
28739;Пост наблюдения за загрязнением природной среды;0;ФГБУ Западно-Сибирское УГМС;Барнаул ПНЗ №6;0;;;;;53.37682617734814;83.80010604858398;;;Алтайский ЦГМС;0;0;0;0;0;0;0;0;0;1;;
311;Гидрологический пост;2;ФГБУ Центральное УГМС;БАРСУКИ - Р.МОСКBА;0;75395;5541035370;75395;;55.68;35.62;;150;Отсутствует;1;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
3514;Гидрологический пост;1;ФГБУ Западно-Сибирское УГМС;Басандайка - р. Басандайка;0;10301;;10301;;56.19;85.15;;170;Томский ЦГМС;0;0;0;4;0;0;0;0;0;1;;
5102;Авиационная метеорологическая станция;2;ФГБУ Якутское УГМС;БАТАГАЙ;0;24263;6773471;;24263;67.65000277777777;134.69666944444444;;114;Отсутствует;3;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
5133;Гидрологический пост;3;ФГБУ Якутское УГМС;БАТАГАЙ - Р.ЯНА;1;03416;;03416;;67.65;134.68;;;Отсутствует;0;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
5101;Авиационная метеорологическая станция;4;ФГБУ Якутское УГМС;БАТАГАЙ-АЛЫТА;0;24261;6783041;;24261;67.8086111111111;130.3838888888889;;114;Отсутствует;3;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
4606;Метеорологическая станция;3;ФГБУ Забайкальское УГМС;БАТАКАН;0;30778;5211881;;30778;52.07;118.83;;175;Отсутствует;3;0;0;0;0;3;0;0;0;0;;9999-12-31 00:00:00
5866;Пристанционный гидрологический пост;1;ФГБУ Забайкальское УГМС;БАТАКАН (ГП ПРИ БАТАКАН М)-р.Газимур - Р.ГАЗИМУР;1;06060;;06060;;52.07;118.83;;175;Отсутствует;0;0;0;2;0;0;0;0;0;0;;9999-12-31 00:00:00
5044;Метеорологическая станция;2;ФГБУ Якутское УГМС;БАТАМАЙ;0;24656;;;;63.52;129.48;;114;Отсутствует;3;0;0;0;0;0;0;0;0;0;;9999-12-31 00:00:00
5775;Гидрологический пост;3;ФГБУ Якутское УГМС;БАТАМАЙ (ГП ПРИ БАТАМАЙ М) - Р.АЛДАН;0;03230;;03230;;63.516666666666666;129.48333333333332;;114;Отсутствует;0;0;0;3;0;0;0;0;0;0;;9999-12-31 00:00:00
3396;Метеорологическая станция;2;ФГБУ Западно-Сибирское УГМС;Батурино;0;29247;5788520;;;57.47;85.09;;170;Томский ЦГМС;3;0;0;0;0;0;0;0;0;1;;
3512;Гидрологический пост;1;ФГБУ Западно-Сибирское УГМС;Батурино - р. Чулым;0;10331;;10331;;57.47;85.09;;170;Томский ЦГМС;0;0;0;2;0;0;0;0;0;1;;
1603;Метеорологическая станция;2;ФГБУ Верхне-Волжское УГМС;БАТЫРЕВО;0;27685;5514760;;;55.07;47.60;;121;Чувашский ЦГМС;3;0;0;0;0;2;0;0;0;1;;9999-12-31 00:00:00
30207;Автоматическая гидрометеорол. необслуживаемая наземная станция;0;ФГБУ Забайкальское УГМС;БАУНТ;0;30457;5521311;;;55.263333333333335;113.13888888888889;;104;Бурятский ЦГМС;3;0;0;0;0;0;0;0;0;0;;9999-12-31 00:00:00
4013;Пристанционный гидрологический пост;3;ФГБУ Среднесибирское УГМС;БАХТА (ГП ПРИ БАХТА М) - Р.ЕНИСЕЙ;0;09094;;09094;;62.46;89.00;;124;Отсутствует;0;0;0;3;0;0;0;0;0;0;;9999-12-31 00:00:00
3699;Метеорологическая станция;2;ФГБУ Среднесибирское УГМС;БАХТА - Р.ЕНИСЕЙ;3;23776;6258900;09094;;62.47;89.0;;124;Отсутствует;3;0;0;0;0;0;0;0;0;1;;9999-12-31 00:00:00
3521;Гидрологический пост;1;ФГБУ Западно-Сибирское УГМС;Бачаты - р. Бачат;0;10221;5415086140;10221;;54.15;86.14;;142;Кемеровский ЦГМС;1;0;0;2;0;0;0;0;0;1;;
8761;Гидрологический пост;1;ФГБУ Крымское УГМС;БАШТАНОВКА - Р.КАЧА;0;81580;4441033530;81580;;44.68333333333333;33.88333333333333;;182;Отсутствует;1;0;0;2;0;0;1;0;0;1;;
4805;Метеорологическая станция;2;ФГБУ Иркутское УГМС;БАЯНДАЙ;1;30627;5310551;;30627;53.10;105.53;;138;Отсутствует;2;0;0;0;0;2;0;1;0;1;;9999-12-31 00:00:00
34109;Авиационная метеорологическая станция;2;ФГБУ Авиаметтелеком Росгидромета;БЕГИШЕВО;0;28603;555521;;;55.56666666666667;52.10416666666667;;;ФГБУ Приволжский филиал Авиаметтелекома  Росгидромета;4;0;0;0;0;0;0;0;0;1;;
1916;Авиационная метеорологическая станция;2;ФГБУ УГМС Республики Татарстан;БЕГИШЕВО;0;28603;555521;;;55.57;52.104166666666664;;116;Отсутствует;4;0;0;0;0;0;0;0;0;1;;9999-12-31 00:00:00
5134;Гидрологический пост;1;ФГБУ Якутское УГМС;БЕДЕМЕ - Р.СУОЛА;0;03659;;03659;;62.18333333333333;130.28333333333333;;;Отсутствует;0;0;0;3;0;0;0;0;0;0;;9999-12-31 00:00:00
2072;Агрометеорологический пост;0;ФГБУ Приволжское УГМС;БЕДНОДЕМЬЯНОВСК;0;57301;5356043110;;57301;53.93;43.18;;158;Пензенский ЦГМС;1;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
3803;Гидрологический пост;1;ФГБУ Среднесибирское УГМС;БЕДОБА - Р.ИРКИНЕЕBА;0;08291;5848097140;08291;;58.80;97.23;;124;Отсутствует;1;0;0;2;0;0;0;0;0;0;;9999-12-31 00:00:00
1585;Метеорологическая станция;2;ФГБУ Центральное УГМС;БЕЖЕЦК;0;27217;5783670;;56901;57.76;36.70;;169;Тверской ЦГМС;3;0;0;0;0;0;0;0;0;1;;9999-12-31 00:00:00
2566;Гидрологический пост;1;ФГБУ Северо-Кавказское УГМС;БЕЖТА - р. Хзан-Ор;0;84315;4208046080;84315;;42.13333333333333;46.13333333333333;;105;Дагестанский ЦГМС;1;0;0;2;0;3;1;0;0;0;;9999-12-31 00:00:00
2163;Аэрологическая станция;0;ФГБУ Приволжское УГМС;БЕЗЕНЧУК;1;27995;5304940;;27995;52.98;49.43;;163;Отсутствует;2;1;1;0;0;2;0;0;0;1;;9999-12-31 00:00:00
3517;Гидрологический пост;1;ФГБУ Западно-Сибирское УГМС;Безменово - р. Лебяжья;0;10298;5550084440;10298;;55.50;84.44;;142;Кемеровский ЦГМС;1;0;0;2;0;0;0;0;0;1;;
2423;Гидрологический пост;1;ФГБУ Северо-Кавказское УГМС;БЕКЕШЕВСКАЯ - р. Кума;0;84026;4407042270;84026;;44.11;42.45;;126;Ставропольский ЦГМС;1;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
31110;Автоматическая гидрометеорол. необслуживаемая наземная станция;0;ФГБУ Забайкальское УГМС;БЕКЛЕМИШЕВО;0;30757;5211281;;;52.133361111111114;112.66905555555556;;175;Отсутствует;1;0;0;0;0;0;0;0;0;0;;
5828;Озерный гидрометеорологический пост;2;ФГБУ Забайкальское УГМС;БЕКЛЕМИШЕВО-оз.Шакшинское - ОЗ.ШАКШИНСКОЕ;1;07901;;07901;;52.13;112.67;;175;Отсутствует;1;0;0;2;0;0;0;0;0;0;;9999-12-31 00:00:00
3519;Гидрологический пост;1;ФГБУ Западно-Сибирское УГМС;Беково - р. Малый Бачат;0;10223;5422086120;10223;;54.22;86.12;;142;Кемеровский ЦГМС;1;0;0;3;0;0;0;0;0;1;;
846;Гидрологический пост;1;ФГБУ Северо-Западное УГМС;БЕЛАЯ - Р.ПЧЕBЖА;1;72239;;72239;;59.35;32.30;;147;Санкт-Петербургский ЦГМС;0;0;0;2;0;0;0;0;0;0;;9999-12-31 00:00:00
2283;Метеорологическая станция;2;ФГБУ Северо-Кавказское УГМС;БЕЛАЯ ГЛИНА;0;34836;4114090;;34836;46.083333333333336;40.88333333333333;;123;Краснодарский ЦГМС;3;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
5271;Авиационная метеорологическая станция;4;ФГБУ Якутское УГМС;БЕЛАЯ ГОРА;0;24194;;;;68.55;146.21666666666667;;114;Отсутствует;3;0;0;0;0;0;0;0;0;0;;9999-12-31 00:00:00
5135;Гидрологический пост;3;ФГБУ Якутское УГМС;БЕЛАЯ ГОРА - Р.ИНДИГИРКА;0;03494;;03494;;68.36;146.35;;;Отсутствует;0;0;0;3;0;0;0;0;0;0;;9999-12-31 00:00:00
2804;Метеорологическая станция;2;ФГБУ Северо-Кавказское УГМС;БЕЛАЯ КАЛИТВА;0;34539;4824080;;34539;48.25;40.82;;161;Ростовский ЦГМС;4;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
2697;Пристанционный гидрологический пост;1;ФГБУ Северо-Кавказское УГМС;БЕЛАЯ КАЛИТВА (ГП ПРИ БЕЛАЯ КАЛИТВА Г) - р. Северский Донец;0;78334;;78334;;48.20;40.83;;161;Ростовский ЦГМС;0;0;0;2;0;0;0;0;0;0;;9999-12-31 00:00:00
2374;Гидрологическая станция;1;ФГБУ Северо-Кавказское УГМС;БЕЛАЯ КАЛИТВА - р. Северский Донец;0;34530;4824080;78334;;48.20;40.83;;161;Ростовский ЦГМС;0;0;0;0;0;0;0;0;0;1;;9999-12-31 00:00:00
2424;Гидрологический пост;1;ФГБУ Северо-Кавказское УГМС;БЕЛАЯ РЕЧКА - р. Нальчик;0;84245;4326043320;84245;;43.43333333333333;43.516666666666666;;107;Кабардино-Балкарский ЦГМС;1;0;0;2;0;0;0;0;0;0;;9999-12-31 00:00:00
1604;Метеорологическая станция;2;ФГБУ Верхне-Волжское УГМС;БЕЛАЯ ХОЛУНИЦА;0;28105;5895090;;;58.83;50.85;;143;Кировский ЦГМС;3;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
396;Агрометеорологический пост;0;ФГБУ Центрально-Черноземное УГМС;БЕЛГОРОД;0;58030;;;58030;50.48;36.3;;131;Белгородский ЦГМС;1;0;1;0;0;3;0;0;0;0;;9999-12-31 00:00:00
136;Центр по гидрометеорологии и мониторингу окружающей среды;3;ФГБУ Центрально-Черноземное УГМС;БЕЛГОРОД;0;;;;;50.58;36.58;;131;Белгородский ЦГМС;0;0;0;0;0;0;0;0;0;1;;9999-12-31 00:00:00
192;Авиационная метеорологическая станция;2;ФГБУ Авиаметтелеком Росгидромета;БЕЛГОРОД;0;34214;5063660;;;50.64388888888889;36.59;;131;Производственный отдел оперативного обеспеспечения авиации (ПООМА);3;0;0;0;0;0;0;0;0;1;;9999-12-31 00:00:00
31666;Доплеровский метеорологический локатор;0;ФГБУ Центрально-Черноземное УГМС;БЕЛГОРОД;0;39563;;;;50.47555555555556;36.2975;;;Белгородский ЦГМС;0;1;0;0;0;0;0;0;0;0;;
1230;Пристанционный гидрологический пост;1;ФГБУ Центрально-Черноземное УГМС;БЕЛГОРОД (ГП ПРИ БЕЛГОРОД ЦГМС) - Р.БОЛХОBЕЦ;0;78343;;78343;;50.58;36.58;;131;Белгородский ЦГМС;0;0;0;3;0;0;0;0;0;0;;9999-12-31 00:00:00
204;Гидрологический пост;1;ФГБУ Центральное УГМС;БЕЛЕВ - Р.ОКА;1;75311;;75311;;53.82;36.15;;171;Тульский ЦГМС;1;0;0;2;0;0;0;0;0;0;;9999-12-31 00:00:00
1861;Метеорологическая станция;2;ФГБУ Приволжское УГМС;БЕЛИНСКИЙ;0;27955;5294340;;27955;52.97;43.40;;158;Пензенский ЦГМС;3;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
3397;Метеорологическая станция;2;ФГБУ Западно-Сибирское УГМС;Белово;0;29745;5458640;;;54.27;86.22;;142;Кемеровский ЦГМС;3;0;0;0;0;3;0;0;0;1;;
3516;Гидрологический пост;2;ФГБУ Западно-Сибирское УГМС;Белоглазово - р. Чарыш;0;10132;5206082330;10132;;52.06;82.33;;;Алтайский ЦГМС;1;0;0;3;0;0;0;0;0;1;;
821;Объединенная гидрометеорологическая станция;0;ФГБУ Северо-Западное УГМС;БЕЛОГОРКА;2;26069;5943010;;26069;59.34999722222222;30.133330555555556;;147;Санкт-Петербургский ЦГМС;2;0;0;1;0;2;1;0;0;1;;9999-12-31 00:00:00
5888;Пристанционный гидрологический пост;2;ФГБУ Дальневосточное УГМС;БЕЛОГОРСК (ГП ПРИ БЕЛОГОРСК М) - Р.ТОМЬ;0;06421;;06421;;50.92;128.47;;128;Амурский ЦГМС;0;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
4321;Метеорологическая станция;2;ФГБУ Дальневосточное УГМС;БЕЛОГОРСК - Р.ТОМЬ;0;31513;5092851;06421;;50.92;128.47;;128;Амурский ЦГМС;3;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
8759;Гидрологический пост;1;ФГБУ Крымское УГМС;БЕЛОГОРСК - Р.ТОНАС;0;81767;;81767;;45.04;34.60;;182;Отсутствует;0;0;0;3;0;0;0;0;0;0;;
4414;Гидрологический пост;1;ФГБУ Дальневосточное УГМС;БЕЛОГОРЬЕ - Р.ЗЕЯ;0;06295;5041127391;06295;;50.516666666666666;127.65000277777777;;128;Амурский ЦГМС;1;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
2919;Гидрологический пост;1;ФГБУ Обь-Иртышское УГМС;Белогорье - р.Обь;0;;6104068360;10031;;61.06666666666667;68.6;;186;Ханты-Мансийский ЦГМС;1;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
2718;Агрометеорологический пост;0;ФГБУ Северо-Кавказское УГМС;БЕЛОЗЕРНЫЙ;0;59418;4506038440;;59418;45.10;38.73;;123;Краснодарский ЦГМС;1;0;0;0;0;3;0;0;0;0;;9999-12-31 00:00:00
456;Гидрологическая станция;2;ФГБУ Северное УГМС;БЕЛОЗЕРСК;0;;;;;60.03;37.78;;135;Вологодский ЦГМС;0;0;0;0;0;0;0;0;0;0;;9999-12-31 00:00:00
1226;Метеорологическая станция;2;ФГБУ Северное УГМС;БЕЛОЗЕРСК;0;22939;6003780;;;60.02027777777778;37.759166666666665;;135;Вологодский ЦГМС;3;0;0;0;0;1;0;0;0;1;;9999-12-31 00:00:00
1294;Озерный гидрометеорологический пост;1;ФГБУ Северное УГМС;БЕЛОЗЕРСК - ВДХР.ШЕКСНИНСКОЕ, ОЗ.БЕЛОЕ;0;75952;;75952;;60.03;37.78;;135;Вологодский ЦГМС;0;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
8244;Автоматическая гидрометеорол. необслуживаемая наземная станция;0;ФГБУ Западно-Сибирское УГМС;Белокуриха;0;36046;5198490;;;51.59;84.58;;;Алтайский ЦГМС;3;0;0;0;0;0;0;0;0;1;;
1233;Пристанционный гидрологический пост;1;ФГБУ Центрально-Черноземное УГМС;БЕЛОМЕСТНОЕ (ГП ПРИ ЛИВНЫ М) - Р.СОСНА;0;78053;;78053;;52.43;37.60;;157;Орловский ЦГМС;0;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
34148;Пункт гидрохимических наблюдений;4;ФГБУ Северо-Западное УГМС;БЕЛОМОРСК - БЕЛОМОРСКО-БАЛТИЙСКИЙ КАНАЛ;0;29090;643003441;;;64.51666666666667;34.75;;;Карельский ЦГМС;0;0;0;0;0;0;0;0;0;1;;
847;Гидрологический пост;2;ФГБУ Северо-Западное УГМС;БЕЛОМОРСК - Р.НИЖНИЙ BЫГ;0;49083;;49083;;64.52330555555555;34.74747222222222;;110;Карельский ЦГМС;0;0;0;3;0;0;0;0;0;1;;
2762;Метеорологическая станция;2;ФГБУ Башкирское УГМС;БЕЛОРЕЦК;0;28831;5395830;;;53.96;58.35;;;Отсутствует;3;0;0;0;0;0;0;0;0;1;;9999-12-31 00:00:00
2284;Метеорологическая станция;2;ФГБУ Северо-Кавказское УГМС;БЕЛОРЕЧЕНСК;0;37013;4483990;;37013;44.75;39.90;;123;Краснодарский ЦГМС;4;0;0;0;0;4;0;0;0;1;;9999-12-31 00:00:00
8376;Автоматическая гидрометеорол. необслуживаемая наземная станция;0;ФГБУ Обь-Иртышское УГМС;БЕЛОЯРСК;0;23334;6696810;;;66.87055555555555;68.13694444444444;;189;Ямало-Ненецкий ЦГМС;3;0;0;0;0;0;0;0;0;0;;9999-12-31 00:00:00
8275;Гидрологический пост;2;ФГБУ Обь-Иртышское УГМС;БЕЛОЯРСК - р.Щучья;0;;;11561;;66.86666666666666;68.15;;189;Ямало-Ненецкий ЦГМС;0;0;0;3;0;0;0;0;0;0;;9999-12-31 00:00:00
2887;Авиационная метеорологическая станция;2;ФГБУ Авиаметтелеком Росгидромета;БЕЛОЯРСКИЙ;0;23634;;;;63.75;66.50;;186;ФГБУ Филиал Севера Сибири Авиаметтелекома  Росгидромета;1;0;0;0;0;0;0;0;0;0;;9999-12-31 00:00:00
