serialNum;Тип организации;Разряд;Название УГМС;StationName;Реперная/Вековая станция;Синоптический индекс станции;Общероссийский координатный номер метеорологического пункта;Общероссийский номер гидрологического пункта;Общероссийский номер агрометеорологического пункта;Широта;Долгота;Разность между поясным и московским временем;Территориальный код станции;Филиал(ЦГМС);Статус сетей: климатическая (метеорологическая);Признак проведения радиолокационных наблюдений;Признак проведения аэрологических наблюдений;Статус сетей: гидрологическая;Статус сетей: морская;Статус сетей: агрометеорологическая;Признак проведения специальных гидрометеорологических наблюдений;Признак проведения геофизических наблюдений;Признак проведения гелиофизических наблюдений;Признак проведения наблюдений за загрязнениями;Станция законсервирована (0 не законсервирована, 1 законсервирована);Дата закрытия
5181;Гидрологический пост;1;ФГБУ Якутское УГМС;0,2 КМ ОТ УСТЬЯ (САХАРЫНЬЯ) - Р. САХАРЫНЬЯ;0;03501;;03501;;63.333333333333336;141.36666666666667;;114;Отсутствует;0;0;0;2;0;0;0;0;0;0;;
5139;Гидрологический пост;1;ФГБУ Якутское УГМС;0,3 КМ ОТ УСТЬЯ (БЛИЖНИЙ) - РУЧ.БЛИЖНИЙ;0;03527;;03527;;64.44666944444444;144.3000027777778;;114;Отсутствует;0;0;0;4;0;0;0;0;0;0;;
5364;Гидрологический пост;1;ФГБУ Камчатское УГМС;1,1 КМ ОТ УСТЬЯ - Р.СТАРИЧЕК;0;02224;;02224;;56.81;160.83;;190;Отсутствует;0;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
5157;Гидрологический пост;1;ФГБУ Якутское УГМС;1,8 КМ ОТ УСТЬЯ (РАДИО-УРУЙЭТЭ) - Р.РАДИО-УРУЙЭТЭ;1;03245;;03245;;58.97;126.27;;114;Отсутствует;0;0;0;2;0;0;0;0;0;0;;9999-12-31 00:00:00
4418;Гидрологический пост;1;ФГБУ Дальневосточное УГМС;13 КМ БИРШОССЕ - Р.ЩУКИНКА 1-Я;0;05674;;05674;;48.72;132.80;;179;Отсутствует;0;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
67;Гидрологический пост;1;ФГБУ Мурманское УГМС;1429 КМ ОКТЯБР. Ж.Д. - р. Кола;0;71104;;71104;;68.83;33.08;;151;Отсутствует;1;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
8578;Автоматическая гидрометеорол. необслуживаемая наземная станция;0;ФГБУ Мурманское УГМС;147 КМ КОЛА-ГОСГРАНИЦА;0;22104;;;;68.53;28.92;;;Отсутствует;1;0;0;;;;0;0;0;0;;9999-12-31 00:00:00
54;Гидрологический пост;1;ФГБУ Мурманское УГМС;2.0 КМ ОТ УСТЬЯ - р. Аннама;0;71096;;71096;;68.75;30.82;;151;Отсутствует;0;0;0;2;0;0;0;0;0;0;;9999-12-31 00:00:00
4944;Гидрологический пост;1;ФГБУ Иркутское УГМС;245КМ ВСЖД - Р.BЫДРИННАЯ;0;;;07187;;51.483333333333334;104.91666666666667;;104;Байкальский ЦГМС;0;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
110;Гидрологический пост;1;ФГБУ Мурманское УГМС;2КМ ОТ УСТЬЯ - р. Шовна;0;71068;;71068;;68.68;31.92;;151;Отсутствует;0;0;0;3;0;0;0;0;0;0;;9999-12-31 00:00:00
95;Гидрологический пост;1;ФГБУ Мурманское УГМС;3 КМ ОТ УСТЬЯ - р. Сергевань;0;71153;;71153;;67.97;35.00;;151;Отсутствует;0;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
5177;Гидрологический пост;1;ФГБУ Якутское УГМС;3,0 КМ ОТ УСТЬЯ (ПОДГОРНЫЙ) - РУЧ.ПОДГОРНЫЙ;1;03283;;03283;;61.89666944444444;135.52666666666667;;;Отсутствует;0;0;0;2;0;0;0;0;0;0;;9999-12-31 00:00:00
34089;Автономный автоматический гидропост;2;ФГБУ Среднесибирское УГМС;4 КМ ВЫШЕ УСТЬЯ Р. СЫРОМОЛОТОВА - Р. АНГАРА;0;;;08398;;58.68325;98.95086111111111;;;Отсутствует;0;0;0;3;0;0;0;0;0;0;;
108;Гидрологический пост;1;ФГБУ Мурманское УГМС;4 КМ ОТ УСТЬЯ - р. Чудзъйок;0;71140;;71140;;68.28;35.12;;151;Отсутствует;1;0;0;2;0;0;0;0;0;0;;9999-12-31 00:00:00
10244;Метеорологический пост;3;ФГБУ Северо-Западное УГМС;4-Й ПОДЪЁМ ВНС;0;;5944030340;;;59.44;30.34;;178;Санкт-Петербургский ЦГМС;4;0;0;0;0;0;0;0;0;0;;
5218;Гидрологический пост;1;ФГБУ Якутское УГМС;5,0 КМ ВЫШЕ УСТЬЯ Р.АРТЫК-ЮРЯХ - Р. ЭЛЬГИ;0;03507;6424142001;03507;;64.40;142.00;;;Отсутствует;1;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
5657;Пост наблюдения за загрязнением природной среды;0;ФГБУ Приморское УГМС;50 ЛЕТ ОКТЯБРЯ;0;;;;;44.33;135.31;;125;Отсутствует;0;0;0;0;0;0;0;0;0;1;;
53;Гидрологический пост;1;ФГБУ Мурманское УГМС;6 КМ ОТ УСТЬЯ - р. Акким;0;71092;;71092;;68.72;30.33;;151;Отсутствует;0;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
97;Гидрологический пост;1;ФГБУ Мурманское УГМС;60 КМ СЕРЕБР.А/ДОРОГИ - р. Териберка;0;71126;;71126;;68.90;34.37;;151;Отсутствует;0;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
5279;Гидрологический пост;1;ФГБУ Якутское УГМС;7,5 КМ НИЖЕ УСТЬЯ Р.БУУР (ГП ПРИ ТЮМЯТИ Г) - Р.ОЛЕНЕК;0;03811;;03811;;71.50;123.58;;;Отсутствует;0;0;0;3;0;0;0;0;0;0;;9999-12-31 00:00:00
3904;Гидрологический пост;1;ФГБУ Среднесибирское УГМС;АБАЗА - Р.АБАКАН;0;09207;5239090060;09207;;52.65;90.10;;119;Хакасский ЦГМС;1;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
3777;Авиационный метеорологический центр;0;ФГБУ Авиаметтелеком Росгидромета;АБАКАН;0;29865;5389140;;;53.733333333333334;91.38333333333334;;119;ФГБУ Среднесибирский филиал Авиаметтелекома  Росгидромета;4;0;0;0;0;0;0;0;0;0;;9999-12-31 00:00:00
30931;Геофизическая станция;0;ФГБУ ИПГ;Абакан;0;;;;;53.733333333333334;91.38333333333334;;;Отсутствует;0;0;0;0;0;0;0;1;0;0;;
28993;Центр по гидрометеорологии и мониторингу окружающей среды;0;ФГБУ Среднесибирское УГМС;АБАКАН - ОТДЕЛ ГИДРОЛОГИИ И ГИДРОПРОГНОЗОВ ХАКАССКОГО ЦГМС  ;0;;;;;53.715402931509004;91.4666748046875;;;Хакасский ЦГМС;0;0;0;0;0;0;0;0;0;0;;
3793;Гидрологический пост;3;ФГБУ Среднесибирское УГМС;АБАКАН - Р.АБАКАН;0;09214;;09214;;53.70;91.48;;119;Хакасский ЦГМС;0;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
28992;Центр по гидрометеорологии и мониторингу окружающей среды;0;ФГБУ Среднесибирское УГМС;АБАКАН -ОТДЕЛ АГРОМЕТЕОРОЛОГИИ- ХАКАССКОГО ЦГМС  ;0;;;;;53.715402931509004;91.4666748046875;;;Хакасский ЦГМС;0;0;0;0;0;0;0;0;0;0;;
3939;Пост наблюдения за загрязнением природной среды;0;ФГБУ Среднесибирское УГМС;АБАКАН ПНЗ № 2;0;;;;;53.73;91.38;;119;Хакасский ЦГМС;0;0;0;0;0;0;0;0;0;1;;9999-12-31 00:00:00
3940;Пост наблюдения за загрязнением природной среды;0;ФГБУ Среднесибирское УГМС;АБАКАН ПНЗ № 3;0;;;;;53.73;91.38;;119;Хакасский ЦГМС;0;0;0;0;0;0;0;0;0;1;;9999-12-31 00:00:00
1969;Гидрологический пост;1;ФГБУ УГМС Республики Татарстан;АБАЛДУЕВКА - Р.МАЛЫЙ ЧЕРЕМШАН;0;77217;545705016;77217;;54.95;50.27;;116;Отсутствует;1;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
3692;Метеорологическая станция;2;ФГБУ Среднесибирское УГМС;АБАН;0;29485;5679600;;;56.7000;96.0333;;124;Отсутствует;3;0;0;0;0;2;0;0;0;1;;9999-12-31 00:00:00
4187;Метеорологическая станция;2;ФГБУ Обь-Иртышское УГМС;АБАТСКОЕ;0;28581;5627040;;65412;56.28737777777778;70.43459722222222;;172;Тюменский ЦГМС;4;0;0;0;0;4;0;0;0;1;;9999-12-31 00:00:00
4188;Пристанционный гидрологический пост;2;ФГБУ Обь-Иртышское УГМС;АБАТСКОЕ (ГП ПРИ АБАТСКОЕ М) - р.Ишим;0;;;11413;;56.28333333333333;70.47344444444444;;;Тюменский ЦГМС;0;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
2717;Метеорологическая станция;2;ФГБУ Приволжское УГМС;АБДУЛИНО;0;28815;5375370;;28815;53.65;53.65;;156;Оренбургский ЦГМС;4;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
29208;Гидрологический пост;1;ФГБУ Северное УГМС;АБРАМКОВО - р. Северная Двина;0;;;70066;;62.09166666666667;45.09861111111111;;130;Отсутствует;0;0;0;1;0;0;0;0;0;1;;
5590;Гидрологический пост;1;ФГБУ Приморское УГМС;АБРАМОВКА - Р.АБРАМОBКА;1;05216;4406132011;05216;;44.06;132.01;;125;Отсутствует;1;0;0;2;0;0;0;0;0;1;;
465;Морская гидрометеорологическая береговая станция;2;ФГБУ Северное УГМС;АБРАМОВСКИЙ МАЯК - МОРЕ БЕЛОЕ ЗАЛ.МЕЗЕНСКИЙ;0;22365;6644330;87062;;66.4088888888889;43.2675;;129;Отсутствует;3;0;0;0;3;0;0;0;0;1;;9999-12-31 00:00:00
2636;Агрометеорологический пост;0;ФГБУ Северо-Кавказское УГМС;АБРАУ-ДЮРСО;0;59417;4442037360;;59417;44.7;37.6;;123;Краснодарский ЦГМС;1;0;0;0;0;4;0;0;0;0;;9999-12-31 00:00:00
1853;Метеорологическая станция;2;ФГБУ Приволжское УГМС;АВАНГАРД ЗЕРН.С/З;0;28908;5265130;;28908;52.62;51.28;;163;Отсутствует;4;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
1692;Гидрологический пост;1;ФГБУ Верхне-Волжское УГМС;АВДАЛОВО - Р.BАД;0;75512;541004236;75512;;54.16;42.60;;113;Мордовский ЦГМС;1;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
34138;Пункт гидрохимических наблюдений;4;ФГБУ Северо-Западное УГМС;АВТОДОРОЖНЫЙ МОСТ - Р. КЕРЕТЬ;0;29020;661003240;;;66.2;32.9;;;Карельский ЦГМС;0;0;0;0;0;0;0;0;0;1;;
4631;Гидрологический пост;1;ФГБУ Забайкальское УГМС;АГА-р.Хила - Р.ХИЛА;0;06128;511111510;06128;;51.18;115.17;;175;Отсутствует;1;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
4009;Пристанционный гидрологический пост;2;ФГБУ Среднесибирское УГМС;АГАТА (ОГП ПРИ АГАТА М) - ОЗ.НЯКШИНГДА;0;09925;;09925;;66.88;93.46;;124;Отсутствует;0;0;0;2;0;0;0;0;0;0;;9999-12-31 00:00:00
3693;Метеорологическая станция;2;ФГБУ Среднесибирское УГМС;АГАТА - ОЗ.НЯКШИНГДА;1;23383;6699350;09925;;66.8833;93.4667;;124;Отсутствует;2;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
5043;Метеорологическая станция;2;ФГБУ Якутское УГМС;АГАЯКАН;0;24684;;;;63.333333333333336;141.73333333333332;;114;Отсутствует;3;0;0;0;0;0;0;0;0;0;;9999-12-31 00:00:00
5774;Гидрологический пост;3;ФГБУ Якутское УГМС;АГАЯКАН (ГП ПРИ АГАЯКАН М) - Р.АГАЯКАН;0;03503;;03503;;63.33;141.73;;;Отсутствует;0;0;0;2;0;0;0;0;0;0;;9999-12-31 00:00:00
2561;Гидрологический пост;1;ФГБУ Северо-Кавказское УГМС;АГВАЛИ - р. Андийское Койсу;0;84299;4232046070;84299;;42.53333333333333;46.11666666666667;;105;Дагестанский ЦГМС;1;0;0;3;0;0;1;0;0;0;;9999-12-31 00:00:00
5555;Метеорологическая станция;2;ФГБУ Приморское УГМС;АГЗУ;0;31825;4763841;;;47.36;138.24;;125;Отсутствует;3;0;0;0;0;0;0;0;0;1;;
4612;Метеорологическая станция;2;ФГБУ Забайкальское УГМС;АГИНСКОЕ;1;30859;5111461;;30859;51.10;114.52;;175;Отсутствует;2;0;0;0;0;3;1;0;0;1;;9999-12-31 00:00:00
4010;Пристанционный гидрологический пост;1;ФГБУ Среднесибирское УГМС;АГИНСКОЕ (ГП ПРИ АГИНСКОЕ М) - Р.АНЖА;0;09341;;09341;;55.25;94.88;;124;Отсутствует;0;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
5871;Пристанционный гидрологический пост;1;ФГБУ Забайкальское УГМС;АГИНСКОЕ (ГП ПРИ АГИНСКОЕ М)-р.Ага - Р.АГА;1;06121;;06121;;51.10;114.55;;175;Отсутствует;0;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
3694;Метеорологическая станция;2;ФГБУ Среднесибирское УГМС;АГИНСКОЕ - Р.АНЖА;0;29676;5539490;09341;;55.2500;94.8833;;124;Отсутствует;3;0;0;0;0;2;0;0;0;1;;9999-12-31 00:00:00
8479;Автоматическая гидрометеорол. необслуживаемая наземная станция;0;ФГБУ Обь-Иртышское УГМС;АГИРИШ;0;23821;6196300;;;61.922777777777775;63.01638888888889;;;Ханты-Мансийский ЦГМС;3;0;0;0;0;0;0;0;0;0;;9999-12-31 00:00:00
1927;Агрометеорологическая станция;0;ФГБУ Приволжское УГМС;АГЛОС;0;28901;5295010;;28901;52.97;50.10;;163;Отсутствует;4;0;0;1;0;3;0;0;0;1;;9999-12-31 00:00:00
1930;Метеорологический пост;1;ФГБУ Приволжское УГМС;АДАМОВКА;0;57674;5130059570;;57674;51.50;59.95;;156;Оренбургский ЦГМС;1;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
1970;Гидрологический пост;1;ФГБУ Приволжское УГМС;АДАМОВКА - Р.ЖАРЛЫ;0;;;19128;;51.52;59.95;;156;Оренбургский ЦГМС;0;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
513;Гидрологический пост;1;ФГБУ Северное УГМС;АДЗЬВА - Р.УСА;0;;;70468;;66.55;59.41;;111;Коми ЦГМС;0;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
5700;Гидрологический пост;1;ФГБУ Сахалинское УГМС;АДО-ТЫМОВО - р. Тымь;0;;;04033;;51.08;142.46;;165;Отсутствует;1;0;0;2;0;0;0;0;0;1;;
1974;Гидрологический пост;1;ФГБУ Приволжское УГМС;АЗАМАТОВО - Р.БОЛЬШОЙ КИНЕЛЬ;0;77285;531805329;77285;;53.30;53.48;;156;Отсутствует;1;0;0;4;0;0;0;0;0;1;;9999-12-31 00:00:00
3913;Озерный гидрометеорологический пост;2;ФГБУ Среднесибирское УГМС;АЗАС - ОЗ.АЗАС;0;09958;5224096270;09958;;52.40;96.45;;117;Тувинский ЦГМС;1;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
33669;Автоматическая гидрометеорол. необслуживаемая наземная станция;0;ФГБУ Уральское УГМС;АЗИАТСКАЯ;0;28230;5845950;;;58.35527777777778;59.5325;;;Отсутствует;1;0;0;0;0;0;0;0;0;0;;
2409;Гидрологический пост;1;ФГБУ Северо-Кавказское УГМС;АЗИАТСКИЙ МОСТ - р. Большая Лаба;0;83323;4357040570;83323;;43.95;40.97;;109;Карачаево-Черкесский ЦГМС;1;0;0;3;0;0;0;0;0;0;;9999-12-31 00:00:00
30910;Геофизическая станция;2;ФГБУ ИПГ;Азнакаево;0;28617;5495310;;;54.868611111111115;53.06944444444444;;;Отсутствует;0;0;0;0;0;0;0;1;0;0;;
1854;Метеорологическая станция;2;ФГБУ УГМС Республики Татарстан;АЗНАКАЕВО;0;28617;5495310;;28617;54.868611111111115;53.06944444444444;;116;Отсутствует;4;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
32408;Автоматическая гидрометеорол. необслуживаемая наземная станция;0;ФГБУ Северо-Кавказское УГМС;АЗОВ;0;34723;4713940;;;47.11666666666667;39.416666666666664;;;Ростовский ЦГМС;1;0;0;0;0;0;0;0;0;0;;
2665;Пристанционный гидрологический пост;3;ФГБУ Северо-Кавказское УГМС;АЗОВ (ГП ПРИ ДОНСКОЙ У) - МОРЕ АЗОВСКОЕ, Р.ДОН, РУК.СТАРЫЙ ДОН;0;78815;;78815;;47.11;39.41;;161;Ростовский ЦГМС;1;0;0;3;1;0;0;0;0;0;;9999-12-31 00:00:00
8728;Автоматическая гидрометеорол. необслуживаемая наземная станция;0;ФГБУ Обь-Иртышское УГМС;Азово;0;28794;5477300;;;54.71666666666667;73.05;;155;Отсутствует;3;0;0;0;0;0;0;0;0;0;;9999-12-31 00:00:00
2202;Гидрологический пост;1;ФГБУ Башкирское УГМС;АЗОВО - Р.ИНЗЕР;0;76351;5427057060;76351;;54.45;57.10;;103;Отсутствует;1;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
4408;Гидрологический пост;2;ФГБУ Дальневосточное УГМС;АИМ - Р.МАЯ;0;03269;5846134051;03269;;58.766666666666666;134.25;;127;Отсутствует;1;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
8793;Метеорологическая станция;2;ФГБУ Крымское УГМС;АЙ-ПЕТРИ;1;33998;4453410;;;44.48000277777778;34.083333333333336;;182;Отсутствует;2;0;0;0;0;0;1;0;0;0;;
2257;Озерный гидрометеорологический пост;1;ФГБУ Башкирское УГМС;АЙДОС - BДХР.ПАBЛОBСКОЕ;0;76947;5541056500;76947;;55.68;56.83;;103;Отсутствует;1;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
1855;Метеорологическая станция;2;ФГБУ Приволжское УГМС;АЙДЫРЛЯ;0;35039;5195990;;;51.95;59.88;;156;Оренбургский ЦГМС;3;0;0;0;0;1;0;0;0;1;;9999-12-31 00:00:00
5250;Авиационная метеорологическая станция;4;ФГБУ Якутское УГМС;АЙХАЛ;0;24421;;;;65.93;111.45;;114;Отсутствует;4;0;0;0;0;0;0;0;0;1;;9999-12-31 00:00:00
3393;Метеорологическая станция;2;ФГБУ Западно-Сибирское УГМС;Ак-Кем;0;36443;4998650;;;49.91;86.54;;102;Горно-Алтайский ЦГМС;3;0;0;1;0;0;0;0;0;1;;
1856;Метеорологическая станция;2;ФГБУ Приволжское УГМС;АКБУЛАК;1;35127;5105560;;35127;51.02;55.63;;156;Оренбургский ЦГМС;2;0;0;0;0;2;0;0;0;1;;9999-12-31 00:00:00
2666;Пристанционный гидрологический пост;2;ФГБУ Северо-Кавказское УГМС;АКСАЙ (ГП ПРИ АКСАЙ Г) - р. Дон;0;78808;;78808;;47.25;39.86;;161;Ростовский ЦГМС;0;0;0;3;1;0;0;0;0;0;;9999-12-31 00:00:00
2372;Гидрологическая станция;1;ФГБУ Северо-Кавказское УГМС;АКСАЙ - р. Дон;0;34638;4723980;78807;;47.25;39.86;;161;Ростовский ЦГМС;0;0;0;0;1;0;0;0;0;1;;9999-12-31 00:00:00
2168;Метеорологическая станция;2;ФГБУ Башкирское УГМС;АКСАКОВО;1;28719;5405420;;;54.02;54.15;;;Отсутствует;2;0;0;0;0;2;0;0;0;1;;
32372;Автоматическая гидрометеорол. необслуживаемая наземная станция;0;ФГБУ Обь-Иртышское УГМС;Аксарка;0;23336;6666780;;;66.55694444444444;67.78277777777778;;;Ямало-Ненецкий ЦГМС;3;0;0;0;0;0;0;0;0;0;;
2914;Гидрологический пост;2;ФГБУ Обь-Иртышское УГМС;АКСАРКА -  р. Обь;0;;6633067500;11802;;66.55;67.83333333333333;;;Ямало-Ненецкий ЦГМС;1;0;0;3;0;0;0;0;0;0;;9999-12-31 00:00:00
10258;Метеорологическая радиолокационная станция;0;ФГБУ Центральное УГМС;"АКСОПРИ  ""КАЛУГА""";0;27703;;;;54.283934821365285;36.4910888671875;;;Калужский ЦГМС;0;1;0;0;0;0;0;0;0;0;;
29479;Метеорологическая радиолокационная станция;0;ФГБУ Центральное УГМС;"АКСОПРИ ""ТВЕРЬ""";0;27402;;;;56.85777777777778;35.92166666666667;;;Тверской ЦГМС;0;1;0;0;0;0;0;0;0;0;;
8370;Автоматическая гидрометеорол. необслуживаемая наземная станция;0;ФГБУ УГМС Республики Татарстан;АКСУБАЕВО;0;28608;;;;54.82666666666667;50.781666666666666;;116;Отсутствует;3;0;0;0;0;1;0;0;0;0;;9999-12-31 00:00:00
2081;Агрометеорологический пост;0;ФГБУ УГМС Республики Татарстан;АКСУБАЕВО;0;57108;545105048;;57108;54.85;50.80;;116;Отсутствует;1;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
1857;Метеорологическая станция;2;ФГБУ УГМС Республики Татарстан;АКТАШ;0;28606;5505210;;28606;55.05083333333334;52.10916666666667;;116;Отсутствует;3;0;0;1;0;3;0;0;0;1;;9999-12-31 00:00:00
2789;Гидрологический пост;1;ФГБУ УГМС Республики Татарстан;АКТАШ - Р.СТЕПНОЙ ЗАЙ;0;76533;;76533;;55.03;52.13;;116;Отсутствует;0;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
31617;Автоматическая гидрометеорол. необслуживаемая наземная станция;0;ФГБУ Западно-Сибирское УГМС;Актру;0;36248;5018780;;;50.083333333333336;87.81666666666666;;;Горно-Алтайский ЦГМС;3;0;0;0;0;0;0;0;0;0;;
840;Гидрологический пост;1;ФГБУ Северо-Западное УГМС;АКУЛОВА ГОРА - Р.ОЯТЬ;0;72148;6029033330;72148;;60.48;33.56;;147;Санкт-Петербургский ЦГМС;1;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
34008;Пункт гидрохимических наблюдений;4;ФГБУ Северо-Западное УГМС;АКУЛОВА ГОРА - Р.ОЯТЬ;0;29187;602003331;;;60.49;33.56583333333333;;;Санкт-Петербургский ЦГМС;0;0;0;0;0;0;0;0;0;1;;
4538;Метеорологическая станция;2;ФГБУ Забайкальское УГМС;АКША;0;30957;5031331;;30957;50.27;113.27;;175;Отсутствует;3;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
2203;Гидрологический пост;1;ФГБУ Башкирское УГМС;АКЪЮЛОВО - Р.САКМАРА;0;19154;5153057320;19154;;51.88;57.53;;103;Отсутствует;1;0;0;2;0;0;0;0;0;1;;9999-12-31 00:00:00
2169;Метеорологическая станция;2;ФГБУ Башкирское УГМС;АКЪЯР;0;35037;5195820;;;51.87;58.21;;;Отсутствует;3;0;0;0;0;2;0;0;0;1;;9999-12-31 00:00:00
5172;Гидрологический пост;1;ФГБУ Якутское УГМС;АЛА-ЧУБУК - Р.НЕРА;0;03518;6426144221;03518;;64.43;144.37;;114;Отсутствует;1;0;0;4;0;0;0;0;0;1;;9999-12-31 00:00:00
2732;Гидрологический пост;1;ФГБУ УГМС Республики Татарстан;АЛАБЕРДИНО - Р.УЛЕМА;0;77159;550604842;77159;;55.10;48.70;;116;Отсутствует;1;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
2991;Озерный гидрометеорологический пост;2;ФГБУ Обь-Иртышское УГМС;Алаботинский - оз.Жарылдыколь;0;;5356073460;11978;;53.92527777777778;73.78972222222222;;;Отсутствует;1;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
2349;Метеорологическая станция;3;ФГБУ Северо-Кавказское УГМС;АЛАГИР;0;37227;4304420;;37227;43.07;44.25;;115;Северо-Осетинский ЦГМС;3;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
8583;Автоматическая гидрометеорол. необслуживаемая наземная станция;0;ФГБУ Мурманское УГМС;АЛАКУРТТИ;0;22300;;;;66.95;30.37;;;Отсутствует;1;0;0;;;;0;0;0;0;;9999-12-31 00:00:00
100;Гидрологический пост;1;ФГБУ Мурманское УГМС;АЛАКУРТТИ - р. Тумча;0;49017;;49017;;66.95;30.45;;151;Отсутствует;1;0;0;2;0;0;0;0;0;0;;9999-12-31 00:00:00
3119;Метеорологическая станция;2;ФГБУ Уральское УГМС;АЛАПАЕВСК;0;28248;5796170;;;57.87;61.70;;166;Отсутствует;3;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
2667;Метеорологическая станция;2;ФГБУ Верхне-Волжское УГМС;АЛАТЫРЬ;0;27679;5494660;;;54.82;46.58;;121;Чувашский ЦГМС;3;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
1693;Гидрологический пост;3;ФГБУ Верхне-Волжское УГМС;АЛАТЫРЬ - Р.СУРА;0;75625;;75625;;54.85;46.60;;121;Чувашский ЦГМС;0;0;0;3;0;0;0;0;0;1;;9999-12-31 00:00:00
5088;Аэрологическая станция;0;ФГБУ Якутское УГМС;АЛДАН;1;31004;5862541;;31004;58.60389166666667;125.39861111111111;;114;Отсутствует;2;0;1;0;0;3;0;1;0;1;;9999-12-31 00:00:00
5488;Морская гидрометеорологическая береговая станция;2;ФГБУ Колымское УГМС;Алевина, мыс;1;25916;5885141;;;58.83;151.35;;149;Отсутствует;2;0;1;0;2;0;0;1;0;1;;9999-12-31 00:00:00
3649;Гидрологический пост;1;ФГБУ Западно-Сибирское УГМС;Алейск - р. Алей;0;10153;5231082460;10153;;52.31;82.46;;;Алтайский ЦГМС;0;0;0;2;0;0;0;0;0;1;;
3394;Метеорологическая станция;2;ФГБУ Западно-Сибирское УГМС;Алейская;0;29937;5258280;;;52.31;82.46;;;Алтайский ЦГМС;3;0;0;0;0;3;0;0;0;1;;
2410;Гидрологический пост;1;ФГБУ Северо-Кавказское УГМС;АЛЕКСАНДРИЙСКАЯ - р. Кума;0;84029;4413043210;84029;;44.21;43.36;;126;Ставропольский ЦГМС;1;0;0;2;0;0;0;0;0;0;;9999-12-31 00:00:00
10146;Автоматическая гидрометеорол. необслуживаемая наземная станция;0;ФГБУ Центральное УГМС;АЛЕКСАНДРО-НЕВСКИЙ;;27838;5354020;;;53.72;40.98;;;Рязанский ЦГМС;3;;;0;0;0;;;;;;9999-12-31 00:00:00
1331;Метеорологическая станция;2;ФГБУ Центральное УГМС;АЛЕКСАНДРОВ;0;27428;5643880;;;56.40;38.75;;;Владимирский ЦГМС;3;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
1858;Метеорологическая станция;2;ФГБУ Приволжское УГМС;АЛЕКСАНДРОВ ГАЙ;0;34391;5024860;;;50.15;48.55;;164;Саратовский ЦГМС;3;0;0;0;0;1;0;0;0;1;;9999-12-31 00:00:00
2071;Агрометеорологический пост;0;ФГБУ Приволжское УГМС;АЛЕКСАНДРОВКА;0;57601;5241054260;;57601;52.68;54.43;;156;Оренбургский ЦГМС;1;0;0;0;0;3;0;0;0;1;;9999-12-31 00:00:00
2411;Гидрологический пост;1;ФГБУ Северо-Кавказское УГМС;АЛЕКСАНДРОВКА - р. Иловля;0;78229;4934044180;78229;;49.56;44.30;;134;Волгоградский ЦГМС;1;0;0;2;0;0;0;0;0;0;;9999-12-31 00:00:00
29409;Пункт гидрохимических наблюдений;0;ФГБУ Сахалинское УГМС;АЛЕКСАНДРОВСК - САХАЛИНСКИЙ ПОРТ ГП - 5;0;;;;;50.90043462359957;142.17132568359375;;;Отсутствует;0;0;0;0;0;0;0;0;0;1;;
